id,sieve_set_id,screen,start_weight,sort_order,is_active,create_date,create_user_id,edit_date,edit_user_id
BBBBB,31,40,261.7,268,1,2014-10-09 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,45,252.1,269,1,2014-10-10 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,50,254.2,270,1,2014-10-11 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,60,249.8,271,1,2014-10-12 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,70,240.5,272,1,2014-10-13 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,80,233.2,273,1,2014-10-14 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,100,230.8,274,1,2014-10-15 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,31,PAN,279.6,275,1,2014-10-16 11:07:00,20,2016-12-28 12:07:41,28
BBBBB,32,30,287.3,276,1,2014-10-17 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,40,271.4,277,1,2014-10-18 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,45,253,278,1,2014-10-19 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,50,254.7,279,1,2014-10-20 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,60,250.6,280,1,2014-10-21 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,70,243.6,281,1,2014-10-22 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,80,232.4,282,1,2014-10-23 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,100,231.7,283,1,2014-10-24 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,32,PAN,365.8,284,1,2014-10-25 11:07:00,20,2016-11-02 08:13:55,28
BBBBB,33,40,267.1,41,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,50,254.9,42,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,60,246.8,43,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,70,242.4,44,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,80,240.5,45,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,100,234.5,46,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,120,224.8,47,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,140,235.5,48,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
BBBBB,33,200,217,49,1,2014-05-01 08:29:00,20,2017-01-06 11:50:00,28
